,offer_id,comparison_new,brand,matches
18229,443b7e5e-85b6-4e04-b851-7c454cbedab0,ellesse schwarz isrem shorts,ellesse,"[('ellesse schwarz   weiß   schwarz shorts', 87), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
18243,5e896178-938f-4254-aaed-c62f57cc7939,ellesse schwarz flexxed tee t shirt basic,ellesse,"[('ellesse schwarz   schwarz shirt  flexxed ', 95), ('ellesse schwarz   weiß   schwarz t shirt', 87)]"
18338,942b983f-a69a-4192-a98b-c73a2565b66e,ellesse rot victena shorts jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
18358,6efc4ab4-54df-494c-bfb3-6cd83841e0a2,ellesse schwarz missandei track trainingsjacke,ellesse,"[('ellesse weiß   schwarz trainingsjacke', 89), ('ellesse weiß   schwarz   weiß trainingsjacke', 89)]"
18385,5d5d06e6-3c91-4b11-8b3e-79b17953a1f2,ellesse hellblau fred swim badeshorts,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
18398,349ac2a4-7f17-4414-a8fa-ae66101f46f5,ellesse schwarz stannetti winterjacke,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
18641,ebd4d413-a25f-4b86-9115-cf5243f9290e,ellesse schwarz ash bra sport bh,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
18684,49c56591-900a-48ee-b551-290215123b6f,ellesse schwarz leos unisex jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
18709,177d19ae-1adc-4503-9e75-ccd20eef3c9b,ellesse schwarz louiso unisex   teens   9 years gürtel,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
18726,ecb3bd40-397a-43aa-8f5a-8d96ce469ed5,ellesse grau trelino track pant jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
18892,489aa43b-5f8a-4bf6-8902-20060df7ed2c,ellesse khaki toyle jogginghose shorts,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
19073,99f050ce-7356-4248-88c0-696eb93b34c7,ellesse weiß omoro tee unisex t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
19212,e09dd31d-bcb5-440c-860c-27dfa37770ab,ellesse dunkelblau teynor badeshorts,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
19252,72dd66b7-8c82-4e93-b8f2-11d905e690aa,ellesse petrol montereti übergangsjacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
19321,d97368fd-ecce-491e-bfdc-3713d1bd9c0c,ellesse schwarz temi track unisex jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse nude   beige sneaker', 86)]"
19360,46c4cb57-f8c3-43d0-ad41-ac0e01c9d981,ellesse schwarz danello shorts,ellesse,"[('ellesse schwarz   weiß   schwarz shorts', 87), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
19407,cebd4855-1cbe-40b0-9904-3ee55a865b25,ellesse schwarz maestro tee t shirt print,ellesse,"[('ellesse schwarz   weiß   schwarz t shirt', 87), ('ellesse schwarz   weiß   schwarz t shirt', 87)]"
19409,0e8a197b-57b9-467d-a880-fe32baea0479,ellesse mehrfarbig genevra top,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
19535,c832d215-efd4-44bb-b5ab-26946273bc0a,ellesse schwarz monero unisex sweatshirt,ellesse,"[('ellesse schwarz   weiß   schwarz sweatshirt', 88), ('ellesse schwarz   weiß   schwarz sweatshirt', 88)]"
19596,8225d99e-b8b5-42cb-9d25-5f2ccaaba245,ellesse hellgrau ducenta hoody sweatshirt kapuzenpullover,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
19891,dee3528a-b4b3-4f77-a7b5-5f948cdb5327,ellesse schwarz isabelia legging tights,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
19894,403f20e5-eda1-4295-b40d-e0ec5e1e0b78,ellesse schwarz martinia unisex funktionsshirt top,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
19981,dad33539-d34a-4af3-b157-36a611baf9cc,ellesse schwarz breea unisex leggings   hosen,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse nude   beige sneaker', 86)]"
20001,0fade816-d4d7-4b89-b795-d82396672d4b,ellesse weiß delle t shirt print,ellesse,"[('ellesse weiß   weiß shirt', 95), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
20019,b48e3467-dd30-401a-bb57-95b70f9fbe65,ellesse schwarz vinca tee t shirt print,ellesse,"[('ellesse schwarz   weiß   schwarz t shirt', 87), ('ellesse schwarz   weiß   schwarz t shirt', 87)]"
20034,10b1072b-8a21-4f45-9760-5cf69c5a7433,ellesse orange lanori bucket hat unisex hut,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
20052,3f8deac9-35ee-427c-8fd2-c80385c12da5,ellesse grau monolis reflective winterjacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
20111,a4c7480d-fa83-4044-953d-efd82e6ece15,ellesse rosa asali cropped unisex t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
20156,d0bdfb7b-f3fb-425e-a25b-ba60e35a05ac,ellesse mauve murray beanie unisex mütze,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
20207,88605f01-1006-4076-8c0f-ebb913946ec7,ellesse blau jame unisex cap,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
20214,753abc46-793d-44fd-ae82-8aa2b9208ead,ellesse pink arcille hoody kapuzenpullover,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
20298,4b64d27e-fbba-4f4f-ba75-422920854f52,ellesse hellgrau meliert martha jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
20363,f25c2ac2-bee1-40e7-8b28-7191a028fad5,ellesse mehrfarbig righe top,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
20367,8e2c1969-203d-4a34-8f82-e71b3e30c97d,ellesse pink jenario dress freizeitkleid,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
20387,2b26baf6-3f14-4f7c-85cb-9a86a1bc965a,ellesse schwarz mana backack unisex tagesrucksack,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
20399,d0f1dd91-a3bc-4c9a-b29a-edacf533c923,ellesse hellblau giornata leggings   hosen shorts,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
20412,ed1176d0-ceff-4fcb-bc20-c4f5a22097f6,ellesse lila velly beanie bubb glove pack set mütze fingerhandschuh,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   schwarz t shirt', 86)]"
20540,4961068c-39b0-44f4-812c-76b14dff9636,ellesse grau ethan pyjama,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
20543,3693522d-7fd6-422a-9ab3-b50fe192d1b1,ellesse schwarz pom pom beanie mütze,ellesse,"[('ellesse schwarz   schwarz mütze', 95), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
20575,63e98d74-3153-4687-bea5-d4eeda3776c0,ellesse dunkelblau mondae dress etuikleid jerseykleid,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
20588,44eee106-2f20-4451-857c-9367f0cf4d43,ellesse mehrfarbig morriso badeshorts,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
20599,304fb9ba-52be-4947-a86c-34e1d5eaed59,ellesse grün sadio set trainingsanzug,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
20625,38991ed2-aaab-458f-b37f-df668f4f100d,ellesse schwarz raya hoody kapuzenpullover sweatshirt,ellesse,"[('ellesse schwarz   weiß   schwarz sweatshirt', 88), ('ellesse schwarz   weiß   schwarz sweatshirt', 88)]"
20657,81519eb2-1067-4c9c-9c87-44a161bace03,ellesse weiß finesse sportkleid,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
20664,00b9e277-0649-4aa7-98fd-da8828b996af,ellesse rot lanio beanie unisex mütze,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
20678,bde3d16a-126f-4ed0-a900-bd862490106a,ellesse hellgrau meliert nicky t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
20692,2e9d91c7-b615-4062-9157-11cce8b4e833,ellesse khaki lovra trucker unisex cap,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
20703,19d30acd-bbb0-41ff-8c4a-83724d3fff30,ellesse schwarz mariol poloshirt,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
20733,154e7444-08bf-431f-bb2c-3bf7d290c0b8,ellesse blau freyah set bikini,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
20867,04438861-6b20-4295-870d-10820c76be88,ellesse schwarz perc sweatshirt,ellesse,"[('ellesse schwarz   weiß   schwarz sweatshirt', 88), ('ellesse schwarz   weiß   schwarz sweatshirt', 88)]"
20954,e04572e8-c04a-47a1-af92-c82fe1c33c3f,ellesse schwarz vivienne langarmshirt,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
20972,751c52c5-754a-4210-aff5-dfda358d7cd8,ellesse schwarz campo  sneaker low,ellesse,"[('ellesse schwarz   schwarz sneaker', 95), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
21015,41ce1d87-40d6-4d3b-82d5-9f00350e98da,ellesse weiß voodoo t shirt print,ellesse,"[('ellesse weiß   weiß shirt', 95), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
21024,7bd7d30a-8626-4313-b6dc-0d3d984f1717,ellesse weiß binary skort sportrock,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
21285,3b2f22f5-b962-4e69-9977-d14cbccac005,ellesse blau cherrie set bikini,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
21291,8ddff1bc-71c0-4573-811d-96db858521c9,ellesse bordeaux hoddi bucket hat unisex hut,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
21336,2953ccbc-fe52-4ee8-bfa2-cbd0fbd02a04,ellesse schwarz marigol freizeitkleid,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
21426,5408fcb5-7ca2-40f6-a43e-1da54612b633,ellesse schwarz hallina beanie unisex mütze,ellesse,"[('ellesse schwarz   schwarz mütze', 95), ('ellesse weiß   weiß sneaker', 86)]"
21436,221c3def-80f0-4cd9-bea3-c10b4bcbe229,ellesse orange aprela tee t shirt print,ellesse,"[('ellesse weiß   orange   weiß t shirt', 87), ('ellesse weiß   weiß sneaker', 86)]"
21443,746843b7-8bb4-412d-8844-36b8bb89c6e9,ellesse oliv nioro camo jogger jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
21476,3b99145d-0252-4421-ba82-e750c3a8d7b7,ellesse schwarz breea unisex leggings   hosen,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse nude   beige sneaker', 86)]"
21489,735a62f5-5276-40c4-a77c-b7220cd4d8e4,ellesse schwarz parmo fashion trunks 2 pack panties,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
21496,12bc0d6d-1138-4e92-8317-6946c3d3a0bf,ellesse rosa justine padded jacket winterjacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse nude   beige sneaker', 86)]"
21522,25c0d07c-bf8c-47b5-bc98-db7763c4a4aa,ellesse hellgrau meliert altona oh baby hoody sweatshirt kapuzenpullover,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse altrosa   weiß   grau   pink sweatshirt', 86)]"
21540,b4c588f0-7323-4876-813b-a7a529cc15c4,ellesse khaki maryam unisex t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
21561,1cf95947-5a4a-4f4a-baef-8fa1abc3c74f,ellesse grün derri swimshort badeshorts,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
21617,4558b82d-8848-4085-98de-1afa0d198818,ellesse schwarz changling t shirt print,ellesse,"[('ellesse schwarz   weiß   schwarz t shirt', 87), ('ellesse schwarz   weiß   schwarz t shirt', 87)]"
21703,28e4309a-32b0-4a46-adce-0be2414612e0,ellesse schwarz torices sweatshirt kapuzenpullover,ellesse,"[('ellesse schwarz   weiß   schwarz sweatshirt  torices ', 89), ('ellesse schwarz   weiß   schwarz sweatshirt', 88)]"
21713,21238bdd-4d21-4303-bab9-339ae9516129,ellesse schwarz tayla  winterjacke,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
21756,6a8615c5-ac33-4b79-b84c-2b717225def0,ellesse dunkelgrün rolby tie dye backpack set unisex tagesrucksack,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   schwarz t shirt', 86)]"
21761,71f10c7c-7736-4489-b599-1035ffd7c8fb,ellesse schwarz preselle sport bh mit mittlerer stützkraft,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
21787,2ff51083-7e49-4e93-852d-a5dbc42b8fa8,ellesse hellgrau meliert bervios badeshorts,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
21889,629c5b38-7b68-49c9-b867-43f42924530b,ellesse pink teresina 3 pack unisex body,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
21937,45316f01-5e09-4108-94f9-faf3c2355a40,ellesse schwarz velly and bubb beanie and  glove set unisex mütze fingerhandschuh,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse altrosa   weiß   grau   pink sweatshirt', 86)]"
21982,c936caa3-05a9-4eaa-9678-9e68f14b3f63,ellesse schwarz griza sport bh mit mittlerer stützkraft,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
22011,a79833dd-54a2-41b7-88cc-e2b38d5bfe0b,ellesse khaki ruaz swim badeshorts,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
22030,a393f773-15f2-4f94-a199-89f431557453,ellesse khaki maylia kurze sporthose,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
22075,f0dceff0-aeb8-41de-aca8-f3fcff9155b3,ellesse blau vanetti tee funktionsshirt t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
22145,2f7ede56-8d73-4a3e-b6e6-acfb9b56b07b,ellesse weiß teynor badeshorts,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
22204,d99d17ce-7801-433e-b3bd-97bb972beaba,ellesse weiß data track pant jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
22238,33a7beee-d7e4-443d-866e-255c88b89b44,ellesse bordeaux haylee hoody sweatjacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
22264,51774b87-43f4-4425-8030-d6d4bd08635e,ellesse offwhite avis tee t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
22311,fd55fdb8-5a62-443f-9351-2832e11be468,ellesse dunkelblau adalina jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
22385,54ed0fb8-0e5d-4cac-a36c-7c7629608d92,ellesse mehrfarbig annoio tee t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
22515,d842ff38-82e5-4f6d-858a-416d2d129cf0,ellesse bordeaux rollo unisex t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
22526,06dbe291-4408-4734-80e9-1092c829d501,ellesse pink purds jacket winterjacke,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
22596,95cdf7e9-ec8f-4e94-ac69-434b57e22146,ellesse pink lorior jogginghose,ellesse,"[('ellesse pink   pink jogginghose  lorior ', 95), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
22622,e231e4a3-2265-459d-b7de-98076e05996f,ellesse schwarz virtua short tights,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
22625,89b142c6-30e8-4956-8259-a6bd6aeefeb8,ellesse blau razor baby unisex t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
22694,7f90ed0d-591c-4118-80da-0433a79172a0,ellesse hellgrau elodie langarmshirt,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
22697,d494745e-2d94-49f9-b4b3-e4b045f86ccc,ellesse lila melba track  jogginghose,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
22743,41b9c24c-9339-4b3a-9572-fac38101bc09,ellesse pink altona oh baby hoody sweatshirt kapuzenpullover,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   schwarz t shirt', 86)]"
22796,2fc80169-aa79-43c7-8f82-d2310b239bf3,ellesse weiß onda  funktionsshirt poloshirt,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
22962,a62a2e6e-00da-4e0e-8a2b-16306e759003,ellesse weiß alisona sweatshirt,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
22988,3fcb9ab2-470a-4458-abf8-0e1991ca1308,ellesse dunkelblau cielo swim badeshorts,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
23019,da81a809-175e-4c36-ba59-0ebe7c2599c4,ellesse schwarz gracie 5 pack slip,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
23075,e84f5ad1-14e5-4321-8ec1-e9b9b94d00e1,ellesse petrol piovega unisex jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
23113,fd4373e2-04e7-4d00-8532-59dbedd52d1a,ellesse gelb nasello badeshorts,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
23155,8d7fb62a-d1f4-49df-8cd6-2b08a058ef65,ellesse schwarz mossa crop hoody sweatjacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
23179,13c2ce12-a884-41fc-b445-8699e9e4c365,ellesse schwarz alinio padded jacket übergangsjacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
23241,08e95df9-70f9-4994-a906-b593e1d3a544,ellesse bordeaux unella set bikini,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
23281,bcd48806-2dc9-40d7-973f-e252ed0699d8,ellesse schwarz caslino hoody sweatshirt kapuzenpullover,ellesse,"[('ellesse schwarz   weiß   schwarz sweatshirt', 88), ('ellesse schwarz   weiß   schwarz sweatshirt', 88)]"
23315,4304facc-8f42-4a90-b085-924f906e6d9e,ellesse pink nicky t shirt print,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
23390,1e9ce82a-c1f2-497b-8e35-50e7fc5d7983,ellesse schwarz duccio pant cargohose,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
23407,90d2c440-93bb-4adf-ad13-7d6ed53bdc92,ellesse pink danica leggings   hosen,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
23410,57bb179f-5b19-429d-91cc-ae5112b1d737,ellesse lila biscutti  jogginghose shorts,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
23430,5a9660e4-f610-4e79-94be-af55247fa493,ellesse pink deliana jerseykleid,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
23497,50421d37-60fe-4583-97dc-c13ad1d2e4a4,ellesse blau remi tee funktionsshirt t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
23502,858f8bba-37d3-4fd8-8f41-71fffe07011b,ellesse schwarz pretia tights,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
23523,30897905-9eac-42e9-b53f-4e2bcd497b9f,ellesse hellgrau meliert jena t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
23623,4cb231dd-e7ae-4cdf-bde0-efe3cef0317e,ellesse hellblau altona oh baby hoody sweatshirt kapuzenpullover,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   schwarz t shirt', 86)]"
23627,b683ca6a-f7ae-4c21-a6fb-cc0d0ddbd9f5,ellesse grau frivola jogginghose,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
23628,d85c58f3-ec1c-4590-89b5-bb26c3a5eb77,ellesse grün junero water reactive gilet weste,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse nude   beige sneaker', 86)]"
23635,9a2bf3d4-75e4-4710-b1b9-025c2b161b9a,ellesse weiß ginny sweatshirt,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
23698,65eaf814-34c8-463e-9c8b-478579e91295,ellesse blau corvist t shirt print,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
23757,687bb93c-a0eb-4deb-a347-679c4b777b91,ellesse schwarz umpro  sport bh,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
